date,open,high,low,close,volume,symbol
2021-09-02,158.47,159.31,157.79,159.09,2943333,AAPL
2021-09-05,159.16,159.40,158.92,159.05,4478814,AAPL
2021-09-06,159.04,159.75,158.72,159.62,1791864,AAPL
2021-09-07,159.62,160.44,158.87,159.73,3347303,AAPL
2021-09-08,159.97,160.25,158.74,159.40,937186,AAPL
2021-09-09,159.09,160.00,158.25,158.63,2265402,AAPL
2021-09-12,158.68,159.42,158.34,159.07,677845,AAPL
2021-09-13,159.34,160.49,158.75,159.55,2132005,AAPL
2021-09-14,159.70,160.44,158.74,159.89,3164181,AAPL
2021-09-15,160.11,160.69,159.45,159.88,2182622,AAPL
2021-09-16,160.04,160.90,159.87,160.37,1954534,AAPL
2021-09-19,160.21,160.43,158.69,159.12,1155345,AAPL
2021-09-20,159.37,160.31,157.65,158.48,819312,AAPL
2021-09-21,158.68,159.08,158.41,159.03,2899482,AAPL
2021-09-22,158.87,159.41,157.33,158.07,2041038,AAPL
2021-09-23,158.19,158.99,156.01,156.92,1125885,AAPL
2021-09-26,156.88,157.21,156.22,156.74,1845700,AAPL
2021-09-27,156.52,157.21,155.84,156.29,2008277,AAPL
2021-09-28,156.36,156.71,155.16,155.42,4554311,AAPL
2021-09-29,155.29,155.82,153.67,154.04,2530892,AAPL
2021-09-30,153.74,154.23,152.84,153.22,3344900,AAPL
2021-10-03,153.49,154.19,152.02,152.86,2495814,AAPL
2021-10-04,153.09,154.14,152.24,153.53,1695292,AAPL
2021-10-05,153.82,154.70,152.01,152.66,859770,AAPL
2021-10-06,152.42,153.24,151.96,152.26,2417385,AAPL
2021-10-07,152.14,152.88,150.87,151.29,2220979,AAPL
2021-10-10,151.45,152.07,151.20,151.74,4225378,AAPL
2021-10-11,151.86,152.03,151.07,151.38,728347,AAPL
2021-10-12,151.35,151.52,150.42,151.28,784769,AAPL
2021-10-13,151.49,152.31,151.39,151.63,3593966,AAPL
2021-10-14,151.45,152.13,151.41,151.60,1697288,AAPL
2021-10-17,151.63,151.70,150.81,151.09,1161871,AAPL
2021-10-18,151.13,151.94,149.90,150.22,4670333,AAPL
2021-10-19,149.99,150.62,149.33,149.36,777484,AAPL
2021-10-20,149.14,149.71,147.90,148.35,1229389,AAPL
2021-10-21,148.15,148.32,147.25,148.01,4419501,AAPL
2021-10-24,148.24,149.00,147.39,148.54,4539407,AAPL
2021-10-25,148.42,149.45,148.02,148.80,1855240,AAPL
2021-10-26,148.98,149.49,147.71,147.88,1737532,AAPL
2021-10-27,147.75,148.18,147.30,147.51,2868118,AAPL
2021-10-28,147.77,148.65,146.94,148.02,1426188,AAPL
2021-10-31,148.26,148.84,147.47,147.78,538024,AAPL
2021-11-01,147.52,147.66,146.91,147.37,4663480,AAPL
2021-11-02,147.20,147.84,146.92,147.06,3038262,AAPL
2021-11-03,147.00,147.75,146.47,146.92,3698538,AAPL
2021-11-04,147.05,147.36,145.55,145.94,2102709,AAPL
2021-11-07,145.91,146.42,145.44,146.23,1363977,AAPL
2021-11-08,146.17,146.80,146.07,146.12,3120015,AAPL
2021-11-09,145.95,146.52,145.01,145.56,4737338,AAPL
2021-11-10,145.30,146.03,144.44,145.17,2384465,AAPL
2021-11-11,145.14,145.96,144.21,144.87,4449522,AAPL
2021-11-14,144.79,145.08,143.92,144.01,3281631,AAPL
2021-11-15,144.26,145.04,143.20,143.26,2631950,AAPL
2021-11-16,143.42,144.93,143.12,144.20,4267513,AAPL
2021-11-17,144.17,144.38,143.74,143.78,2486914,AAPL
2021-11-18,143.97,144.49,143.33,144.16,3318739,AAPL
2021-11-21,143.94,144.23,143.45,143.50,2618361,AAPL
2021-11-22,143.32,144.52,142.89,143.96,4244727,AAPL
2021-11-23,144.12,144.77,143.53,144.15,2104633,AAPL
2021-11-24,144.39,145.86,144.26,145.00,1766924,AAPL
2021-11-25,144.86,145.22,143.52,144.20,2611559,AAPL
2021-11-28,144.09,145.51,143.68,145.06,4241392,AAPL
2021-11-29,144.88,146.36,144.50,145.87,3165104,AAPL
2021-11-30,145.72,146.11,144.56,145.29,2735493,AAPL
2021-12-01,145.41,145.57,144.54,144.97,3808717,AAPL
2021-12-02,144.87,145.79,144.24,145.03,1523442,AAPL
2021-12-05,145.07,145.48,145.00,145.29,1292933,AAPL
2021-12-06,145.45,146.46,145.10,146.38,1845255,AAPL
2021-12-07,146.43,147.21,145.32,146.10,3964732,AAPL
2021-12-08,146.06,146.14,144.58,145.45,635475,AAPL
2021-12-09,145.55,145.72,144.53,144.97,673154,AAPL
2021-12-12,145.15,145.92,143.94,144.73,4778108,AAPL
2021-12-13,144.70,145.42,144.23,144.49,4066697,AAPL
2021-12-14,144.58,145.12,143.79,144.43,2438873,AAPL
2021-12-15,144.43,145.23,143.16,143.87,3158555,AAPL
2021-12-16,144.09,144.95,143.42,144.92,2571260,AAPL
2021-12-19,145.00,145.32,144.34,144.91,1758856,AAPL
2021-12-20,144.77,145.90,144.33,145.26,2945324,AAPL
2021-12-21,144.98,146.09,144.40,145.55,3850158,AAPL
2021-12-22,145.28,145.67,144.40,145.16,4413891,AAPL
2021-12-23,145.41,146.25,145.25,145.65,4494616,AAPL
2021-12-26,145.55,146.54,145.04,146.44,4266076,AAPL
2021-12-27,146.66,148.20,145.92,147.67,1939898,AAPL
2021-12-28,147.72,148.65,147.58,147.80,4829071,AAPL
2021-12-29,147.77,147.94,146.94,147.31,2017161,AAPL
2021-12-30,147.35,147.50,146.49,147.43,622218,AAPL
